Image,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Cluster
fibrous_0189.jpg,25654.951126434957,52411397.38823229,40053.359375,11003.4375,18882316.546875,0.2309422831632654,33796.18096172916,488.953125,-497.71875,210.4375,-0.1244658801020407,7930.075184241266,249.671875,-252.453125,-78.5,0.3704336734693877,30285.105486073346,515.859375,-511.703125,223.15625,-0.8352822066326528,19530.09138886043,364.671875,-349.90625,-656.375,0
fibrous_0139.jpg,16624.907044802294,18016669.489289157,24207.15625,11424.78125,11965861.765625,0.3058880739795918,8389.89506202998,228.9375,-226.828125,282.5,0.0421986607142857,2247.010301437878,118.09375,-120.03125,38.4375,-0.2150717474489795,9559.743432337922,260.4375,-259.03125,-136.1875,-0.4851801658163265,3235.8122717422416,133.109375,-149.984375,-449.6875,0
fibrous_0162.jpg,25611.65933753188,13240744.575948084,35319.265625,18578.25,18400551.359375,-0.3843486926020409,13285.935952411228,335.09375,-334.125,-278.953125,-0.0062109374999999,3054.254733042506,162.796875,-162.03125,-8.640625,-0.0549242665816326,10393.565482445916,311.71875,-297.484375,-24.796875,0.7500645727040816,7605.872192172493,243.5625,-238.15625,531.984375,0
fibrous_0204.jpg,28766.193915816333,40163007.02277077,40920.5,14971.546875,20961618.875,1.0441302614795918,13845.46514834399,360.609375,-354.984375,670.765625,0.1222680165816326,2783.69909821026,166.65625,-166.296875,76.328125,0.0012810905612244,8782.834123955556,326.9375,-307.984375,17.171875,-1.7214564732142856,10955.911285976426,290.859375,-289.328125,-1112.546875,0
fibrous_0107.jpg,20917.72608498087,16172626.822953146,26535.84375,15320.21875,14711925.578125,-1.1284048150510204,3383.214286794116,139.5,-155.71875,-855.046875,0.0023748405612244,776.6311782740671,70.609375,-72.3125,1.859375,0.1099067283163265,2947.2126282953795,164.578125,-158.0625,68.921875,2.263934151785714,2201.8063172851566,116.5625,-98.84375,1715.671875,0
fibrous_0185.jpg,26327.166827965564,7594516.425819771,31486.453125,20731.578125,19094719.734375,0.6560666454081632,3666.495891008548,170.953125,-162.90625,441.5,0.0326498724489795,817.7824693728687,80.53125,-78.65625,25.40625,0.224234693877551,3063.7074234551515,166.71875,-162.5625,192.09375,-1.2141836734693878,2347.663939152388,120.28125,-123.984375,-806.78125,0
fibrous_0144.jpg,30946.14738919005,14096896.972940989,39092.296875,20921.734375,22401871.171875,-0.1768510841836735,6104.54006827339,256.109375,-257.625,-176.71875,-0.0760124362244897,1206.7176197438075,115.90625,-116.90625,-46.71875,0.0075924744897959,3474.16079439044,208.765625,-222.828125,3.25,0.1256648596938774,4807.882926708353,211.359375,-209.140625,213.28125,0
fibrous_0145.jpg,31575.03155691964,91429856.76351762,45902.21875,11398.625,22962741.921875,0.6571101721938776,14862.372745245675,376.953125,-393.265625,466.484375,0.2163751594387754,2038.740756155028,149.015625,-158.140625,160.140625,0.1085212053571428,4788.378167610379,256.65625,-269.75,76.953125,-0.6650948660714284,19700.79840287189,366.765625,-362.890625,-452.546875,0
fibrous_0198.jpg,23565.737517538262,31679016.54231345,33997.171875,12009.203125,17056550.8125,-1.3143654336734694,23177.02997127052,411.3125,-413.484375,-845.71875,-0.0434183673469387,5657.209168649377,213.234375,-211.125,-39.71875,0.0536049107142857,21967.74708265542,458.078125,-451.78125,58.375,2.498475765306123,11983.524295725012,288.234375,-280.96875,1572.28125,0
fibrous_0121.jpg,20644.919615752544,30504862.794120837,32749.34375,9862.734375,15222057.09375,0.1928579400510204,15174.55268222547,366.71875,-369.484375,116.796875,-0.0419874043367347,3240.7973688542456,175.359375,-174.390625,-39.171875,0.0551698022959183,9830.409469035323,328.984375,-328.15625,43.734375,-0.511678093112245,10469.817915475443,281.0,-290.484375,-351.109375,0
fibrous_0160.jpg,35825.80011001276,12205075.204864789,44471.921875,27338.84375,25885322.09375,0.7462053571428573,11849.863498292134,326.5,-338.359375,544.375,0.1641151147959184,2795.7293535780173,165.359375,-170.078125,115.96875,-0.0272704081632653,10941.29966009142,356.703125,-362.4375,-19.3125,-1.0000653698979591,6544.954009339613,240.3125,-235.4375,-740.84375,0
fibrous_0171.jpg,35762.49571986607,16182863.253398234,42482.734375,24219.140625,25967765.171875,0.2721372767857141,18655.48392007599,416.59375,-414.078125,157.984375,0.0071580038265306,4377.408645710324,202.09375,-199.6875,9.953125,-0.1148254145408163,14747.576776663736,370.90625,-392.203125,-74.859375,-0.5228005420918367,10097.483249072207,304.703125,-299.296875,-286.109375,0
fibrous_0104.jpg,23007.46918048469,44109920.01013712,38824.078125,11123.453125,16520678.5,-0.4371619897959183,18322.27782908789,383.640625,-388.09375,-303.03125,-0.0780038265306122,3822.3368821644144,180.5,-183.46875,-41.46875,0.1107653061224489,12233.630018221333,370.78125,-355.734375,82.09375,0.6403125000000001,13558.143825169936,314.65625,-310.421875,481.65625,0
fibrous_0170.jpg,28807.82467235332,19072667.27136531,37460.375,18472.1875,20853214.671875,-0.4915338010204081,7488.648387449649,267.796875,-253.390625,-325.4375,-0.0036367984693877,1456.4929095301272,123.6875,-120.109375,7.46875,-0.0106951530612244,4299.243566623202,233.09375,-229.65625,-22.375,0.9721572066326531,6110.761679429387,205.25,-217.140625,673.28125,0
fibrous_0136.jpg,26524.70149234694,85171915.13642822,42884.15625,7980.875,19124703.0625,-0.1823828125,22140.37747323864,427.34375,-454.21875,-78.828125,-0.0919220344387755,4126.052034256193,199.0,-206.796875,-60.734375,-0.2390122767857144,11030.545927652664,368.140625,-345.5625,-166.203125,0.0889995216836736,19861.81273852687,385.953125,-366.203125,-24.546875,0
fibrous_0123.jpg,32425.169778380096,50112356.43303408,41755.0625,17998.09375,23581991.21875,0.3062842793367347,8256.069462259824,312.625,-314.296875,-55.359375,-0.0236328125,1715.3444812006633,145.9375,-144.0,-28.984375,0.0100023915816326,4597.508225254088,233.046875,-261.46875,8.765625,-0.6834669961734694,5982.038688670533,250.75,-238.171875,23.765625,0
fibrous_0193.jpg,31359.274499362247,12023603.438240962,37371.5,20261.359375,22619562.03125,0.1278539540816326,22689.99782909465,399.90625,-401.65625,23.75,-0.0248867984693877,5417.7013385998,200.984375,-199.421875,-28.59375,-0.1746301020408163,15910.716034721208,362.828125,-371.671875,-120.75,-0.3303683035714285,11207.504087815943,288.25,-281.78125,-133.28125,0
fibrous_0187.jpg,22269.596242028067,19120088.798591968,27425.171875,9757.8125,16155558.75,0.0862755102040816,3170.552003019737,197.0625,-182.4375,23.4375,0.0357031249999999,461.15940402127353,76.375,-73.515625,24.34375,0.0294451530612244,961.7125076914568,107.828125,-122.734375,17.1875,-0.065441645408163,3839.336086587459,180.703125,-195.234375,26.15625,0
fibrous_0149.jpg,19039.058715720665,45763700.668356,33705.265625,6952.296875,13972882.453125,-0.3179551977040817,15117.5399196974,344.40625,-348.4375,-255.796875,-0.021821588010204,2621.7979611710043,150.265625,-152.703125,-20.703125,0.1138129783163265,4819.409376494373,232.546875,-224.5625,74.671875,0.5704456313775513,13762.496690647327,311.6875,-300.6875,449.484375,0
fibrous_0127.jpg,27296.38817362882,19181747.3850992,35679.578125,15092.15625,19693293.015625,-0.1479360650510204,9668.26097735396,262.671875,-282.1875,-70.953125,-0.059664381377551,1606.7446601664587,118.59375,-120.625,-33.265625,-0.0883474170918367,2943.462144404797,180.515625,-187.03125,-69.578125,0.1168789859693876,9084.88309965131,253.609375,-239.875,42.109375,0
fibrous_0147.jpg,14087.610768494897,30467642.69563372,24312.5625,5025.734375,10244387.59375,-0.0690569196428571,23066.544762996506,350.8125,-343.578125,-1.921875,-0.1503340242346938,5349.033415604786,176.34375,-170.03125,-115.953125,0.0778531568877551,18553.38882190197,354.171875,-355.90625,57.390625,-0.3128882334183673,13344.46230276736,254.984375,-271.4375,-344.015625,0
fibrous_0201.jpg,29037.64238998724,39789074.92316718,41740.296875,12594.59375,20900612.5,0.2740824298469387,46230.411500164686,574.5625,-571.734375,223.984375,0.3163432716836735,11249.112630422098,297.671875,-294.390625,215.671875,0.1506895727040816,46597.52873635518,605.34375,-617.390625,67.984375,0.4008649553571428,23832.63245509378,393.390625,-397.65625,199.046875,0
fibrous_0194.jpg,22937.60995376276,42821716.05719979,35910.90625,9742.09375,16692785.59375,-0.2888305165816325,18299.41245753149,386.453125,-380.875,-147.328125,-0.0546037946428571,4018.4572175361095,190.421875,-188.34375,-34.046875,-0.0178627232142857,13730.459143157756,392.65625,-365.359375,-7.296875,0.413849649234694,12060.520038176272,289.75,-299.609375,192.515625,0
fibrous_0122.jpg,30120.690090082902,117106997.86999758,46428.25,9030.203125,22125860.546875,0.1283298788265308,17892.071479756603,415.265625,-420.53125,-41.578125,-0.0677000956632653,3441.530993530976,193.28125,-189.5,-36.203125,0.0935770089285714,11208.47584755664,377.9375,-369.921875,54.015625,-0.4597600446428574,16021.063031544109,364.703125,-347.984375,-25.453125,0
fibrous_0113.jpg,25861.445268654345,28698236.9407636,37151.375,12484.703125,18679938.171875,0.6212300701530614,25377.275577198827,442.59375,-443.734375,318.921875,0.1481305803571428,5979.0792967417965,220.078125,-224.953125,98.296875,-0.0027144451530612,22896.846890977424,456.015625,-455.75,13.421875,-0.7980683992346939,14184.570896115103,323.125,-317.40625,-342.953125,0
fibrous_0130.jpg,20385.807605229595,86252839.29622388,36128.4375,6530.515625,14776279.84375,1.7613791454081635,14372.894240787286,380.609375,-360.90625,1325.21875,0.0789397321428571,2564.1363769135096,166.90625,-164.8125,51.96875,0.1221970663265306,7272.728979775436,307.828125,-288.265625,81.375,-3.285939094387756,14277.841590860822,304.953125,-328.828125,-2494.53125,0
fibrous_0176.jpg,29872.20911033163,36745299.09416736,40490.53125,16579.5,21441829.625,0.882570950255102,8907.761818474115,254.390625,-256.15625,495.828125,0.1931433354591837,1911.7593143501815,124.0,-121.65625,145.734375,-0.1156608737244898,7157.277655559573,247.921875,-252.703125,-94.703125,-1.185711894132653,6407.473446823956,209.65625,-198.703125,-554.453125,0
fibrous_0115.jpg,23781.09152503189,19666546.877800457,29064.515625,15199.203125,17317371.109375,0.4162986288265305,8477.336877050944,262.15625,-261.796875,323.234375,-0.0535849808673469,1871.62647638846,127.75,-129.59375,-38.609375,0.0372504783163265,5710.828044269519,244.953125,-255.578125,16.265625,-0.9933522002551018,5294.044128522661,189.84375,-195.734375,-762.296875,0
fibrous_0178.jpg,21134.99421635841,37944756.38865872,36901.984375,11244.03125,15295254.953125,0.1974123086734692,18825.21777120023,383.65625,-405.0625,139.90625,-0.0473198341836734,4128.784767531187,191.0,-191.796875,-37.03125,0.0503475765306122,14587.367389108464,405.75,-379.1875,40.0625,-0.5367841198979592,12338.391013678627,304.515625,-286.328125,-390.90625,0
fibrous_0165.jpg,26295.729631696435,33216846.401168503,36393.6875,12522.921875,18949658.71875,-0.3980723852040816,13916.926036943678,293.375,-332.34375,-267.03125,-0.1277598852040816,2510.8431907248114,135.984375,-144.1875,-87.84375,0.079703443877551,7723.277884770098,278.5,-274.0,26.125,0.4128651147959183,12673.523832740831,283.8125,-255.0625,270.53125,0
fibrous_0155.jpg,19801.673608896683,11487781.188007263,27380.4375,12615.234375,14312144.453125,-0.2544802295918367,3934.715251746505,196.0625,-184.125,-190.34375,0.0119036989795918,725.7924258681278,87.859375,-85.078125,0.53125,-0.0499059311224489,1741.9276786371563,158.484375,-148.328125,-31.5,0.544671556122449,3377.601059182047,154.21875,-158.25,382.28125,0
fibrous_0208.jpg,27824.72405931121,70297791.03503126,39563.078125,12762.5,19571938.3125,-0.3969276147959183,8265.087790634681,300.921875,-290.90625,-336.375,-0.0022608418367346,1518.176180271323,134.328125,-134.203125,1.78125,0.0937547831632653,4873.070024703818,261.203125,-265.171875,56.0625,0.7870727040816325,7932.386799277725,245.78125,-259.578125,678.09375,0
fibrous_0167.jpg,29404.733617665814,27085328.77594446,38973.609375,18390.984375,21415646.6875,-0.8477654655612245,6744.920869080472,240.953125,-242.6875,-531.984375,-0.1213719706632653,1455.260803466858,115.703125,-118.8125,-74.734375,-0.155790019132653,5410.841371621728,248.328125,-245.6875,-108.640625,1.3314150191326533,4815.890705003327,191.34375,-183.09375,839.765625,0
fibrous_0153.jpg,29494.417049585467,8942844.602887904,35883.65625,24172.515625,20961468.453125,-0.8407820471938776,1616.8209404451843,141.546875,-141.890625,-628.078125,0.0361981823979591,331.91955054904696,66.234375,-66.578125,25.984375,0.0218008609693877,866.2446658338565,125.296875,-119.890625,11.296875,1.7901586415816326,1179.8423189098862,111.046875,-107.203125,1334.109375,0
fibrous_0188.jpg,13012.630826690056,27266167.604732748,24193.625,3237.90625,9305953.734375,0.4923022959183673,8388.651951257858,262.09375,-258.078125,386.90625,0.1752439413265306,1651.8414761986376,122.15625,-120.8125,119.4375,0.1441294642857143,4315.658486768779,226.15625,-206.75,101.34375,-0.4588727678571428,6641.693170397344,213.453125,-215.984375,-415.5,0
fibrous_0192.jpg,21842.18419403698,25076806.64846925,32749.046875,15274.21875,15547463.265625,-1.523097895408163,5227.931611937165,196.21875,-168.265625,-1103.3125,-0.039110331632653,695.6394448175074,77.28125,-68.328125,-31.90625,-0.0063727678571428,1028.216735202048,103.5625,-100.625,-0.8125,2.928864795918368,6512.626321113191,173.625,-181.15625,2110.90625,0
fibrous_0135.jpg,33718.403730070146,89236280.04630612,47737.75,16006.578125,24251263.421875,-1.4229209183673472,15836.560245120689,411.484375,-412.421875,-337.21875,-0.0884422831632653,3127.2283090531946,188.953125,-190.140625,-77.3125,0.0185841836734694,7760.182098637937,298.375,-323.625,6.90625,2.5805149872448974,12736.79930792736,331.421875,-333.546875,442.5,0
fibrous_0190.jpg,27899.058036511484,20654336.874697287,37022.421875,18182.21875,20142510.234375,-0.6515760522959183,5291.405991690923,232.984375,-235.140625,-420.265625,-0.0159239477040816,943.9296376987696,108.328125,-106.46875,2.390625,-0.0048062818877551,2476.5406756233974,202.0,-183.34375,-10.203125,1.255380261479592,4965.986977509331,197.671875,-197.40625,847.703125,0
fibrous_0172.jpg,21582.36952646684,25834653.482383,30520.890625,9793.5625,15305760.0625,-1.4183984375,5293.705015814496,239.0625,-256.0625,-1077.109375,0.0359685905612244,1117.747501662678,115.515625,-120.65625,19.859375,0.0309829400510204,3483.708255759116,231.65625,-232.609375,25.265625,2.9447026466836737,3811.3942913343,205.859375,-188.328125,2213.796875,0
fibrous_0109.jpg,27509.313223054844,43728154.77864367,41171.625,13638.9375,19744594.796875,0.1004591836734695,16575.28761784494,381.703125,-383.015625,83.09375,0.0037244897959183,3370.4137027238007,180.171875,-184.09375,2.90625,0.0760331632653061,9778.765755074546,331.765625,-329.046875,58.03125,-0.1897448979591836,12583.571138662275,309.3125,-320.515625,-157.46875,0
fibrous_0103.jpg,35735.657459343114,34807105.71065727,46253.03125,19594.234375,25856355.859375,0.0420926339285714,29875.834475310938,485.46875,-485.484375,29.046875,-0.0749529655612245,6701.21427459217,242.453125,-243.15625,-43.484375,0.1279105548469388,23229.689177247477,471.5,-484.6875,79.765625,-0.3090441645408163,18574.128335252764,358.796875,-370.078125,-188.546875,0
fibrous_0164.jpg,25136.223451052298,24187671.412993774,35745.421875,15320.171875,18172918.703125,-0.1515880102040816,18404.81811261486,363.5,-366.984375,-144.5625,-0.0483928571428571,4261.729920410928,181.59375,-187.203125,-44.0,-0.0820089285714285,15663.889737615676,390.125,-384.0625,-72.5625,0.1579974489795918,10804.254644604302,260.109375,-267.734375,157.125,0
fibrous_0133.jpg,19892.084859693885,13234199.523579404,27891.984375,11818.59375,14357210.78125,-0.5589293686224489,7321.439408728986,247.140625,-249.609375,-388.328125,-0.0543120216836734,1548.1169806326218,120.234375,-121.921875,-43.453125,-0.0164038584183673,4554.224602668036,231.03125,-227.140625,-3.203125,0.9549226721938776,4910.402322206445,191.40625,-188.3125,646.296875,0
fibrous_0125.jpg,22575.43910395408,29621590.829832114,35085.765625,11233.953125,16339718.46875,-0.3035004783163265,12714.577084728651,351.203125,-349.828125,-261.015625,-0.0330349170918367,2663.070905003734,162.40625,-165.96875,-20.390625,-0.1094730548469387,8222.087757791798,288.203125,-288.015625,-84.890625,0.5078962053571427,9147.338538506703,273.140625,-270.328125,460.859375,0
fibrous_0140.jpg,23351.79633769133,18600397.62471515,31651.078125,13684.578125,16873430.0625,-0.3559661989795918,5423.563866869192,236.0,-235.453125,-278.625,-0.0237388392857142,954.1177918309592,108.671875,-111.0,-16.40625,-0.0237994260204081,2562.0683250636944,203.0625,-192.953125,-13.96875,0.6407158801020408,5189.265895367247,201.59375,-194.1875,508.03125,0
fibrous_0105.jpg,25334.924078443884,65560379.47355829,37467.21875,9667.859375,18264944.65625,0.7597130102040819,12987.32732430636,311.6875,-305.9375,692.65625,0.1952853954081632,2844.573783839822,154.921875,-150.828125,143.625,0.2260331632653061,10236.437697547652,302.046875,-300.921875,164.59375,-0.9335698341836738,9093.316457646632,234.53125,-238.046875,-954.4375,0
fibrous_0216.jpg,20490.80835459184,15122139.401780812,27933.5625,11981.9375,14933061.5625,0.6689716198979595,7908.685294289651,243.921875,-235.234375,334.21875,0.0098820153061224,1741.4830700011062,113.46875,-112.5625,2.75,-0.0683832908163265,5603.493691918734,234.4375,-226.734375,-38.4375,-1.3082971938775505,5249.619984621316,186.5,-196.8125,-660.1875,0
fibrous_0110.jpg,26452.8897146046,3265151.2816267903,30886.234375,22903.84375,18985288.46875,-0.4140218431122449,2781.7382823733524,146.953125,-156.578125,-264.578125,0.0679328762755102,682.4412821145078,74.5625,-78.5625,47.734375,-0.072258450255102,2563.0720423553576,165.671875,-155.703125,-44.828125,1.0318423150510203,1348.802071969972,105.546875,-94.046875,672.359375,0
fibrous_0174.jpg,13964.753451849494,10108782.383476503,22721.796875,9620.765625,10201964.625,0.6416836734693878,2366.278839886294,171.140625,-165.390625,459.9375,0.0050079719387755,450.57236139425953,75.734375,-74.84375,2.03125,-0.0139811862244897,1115.489958039375,134.859375,-123.40625,-7.65625,-1.268343431122449,1987.5516762607865,137.8125,-141.703125,-913.78125,0
fibrous_0035.jpg,33231.296534598216,32433389.21358228,42024.78125,22355.921875,24090539.421875,-0.5394953762755101,3975.3038083538177,211.90625,-198.140625,-512.140625,-0.0891780931122449,858.45249126849,98.96875,-95.359375,-69.296875,0.0388305165816326,2876.352089863637,187.875,-182.421875,33.671875,0.8114564732142857,2880.6704492264366,157.015625,-162.09375,816.390625,0
fibrous_0177.jpg,27128.04958944515,15093463.980523044,35325.984375,17746.703125,19592285.328125,0.1307142857142857,14717.87058511574,351.875,-336.671875,56.8125,0.0709199617346938,3878.370250080369,184.1875,-174.90625,58.78125,0.1633003826530612,19024.55596390192,416.390625,-402.21875,120.4375,-0.0486686862244898,6116.686513749154,216.796875,-220.59375,62.71875,0
